4.960711984396599661e-01;-2.644864448842370042e-01;-1.753994913966344105e-01
1.813739260894011163e-01;-5.005761925104339483e-01;-3.566116849214203133e-01
1.816381585288709688e-01;-4.997029061398335914e-01;-3.578345713959711905e-01
1.819196432552260545e-01;-4.988956995411508166e-01;-3.591728700816556041e-01
1.822202707660356136e-01;-4.981103021248072249e-01;-3.604998943051256344e-01
1.825370272162247787e-01;-4.973457796113993634e-01;-3.618155469747728059e-01
1.828717968527545368e-01;-4.966021815588660404e-01;-3.631199560625744116e-01
1.832245782488624852e-01;-4.958796746747629047e-01;-3.644132498543612986e-01
1.835928961777583135e-01;-4.951761127520205030e-01;-3.656952102913852420e-01
1.839785079667373979e-01;-4.944924328806800107e-01;-3.669659008050870086e-01
1.843812950933309269e-01;-4.938288535488101205e-01;-3.682256156736142261e-01
1.848002581168074476e-01;-4.931833959920435273e-01;-3.694740255173710186e-01
1.852350278543487272e-01;-4.925572832338283580e-01;-3.707115550230496992e-01
1.856882190306535230e-01;-4.919490940114982225e-01;-3.719376480315186861e-01
1.861555874459646653e-01;-4.913599076381334196e-01;-3.731530596138984968e-01
1.866394739130664837e-01;-4.907880617793521361e-01;-3.743573640851758366e-01
1.871366995025350588e-01;-4.902327985771471885e-01;-3.755505846942544523e-01
1.876519522887541147e-01;-4.896956999349116324e-01;-3.767330142517225644e-01
1.881837798289495989e-01;-4.891753133592464664e-01;-3.779044368107642438e-01
1.887286513778902441e-01;-4.886704206145511264e-01;-3.790648800120572370e-01
1.892893593342110381e-01;-4.881825179927434255e-01;-3.802146302572041447e-01
1.898669003966576285e-01;-4.877099592597257116e-01;-3.813533929424377522e-01
1.904564371436140990e-01;-4.872525352858337322e-01;-3.824814000861331831e-01
1.910626573602578204e-01;-4.868105517485102895e-01;-3.835986278045299125e-01
1.916837750649837413e-01;-4.863840274768377325e-01;-3.847052618560956594e-01
1.923188379115274016e-01;-4.859707471986088878e-01;-3.858009951518968639e-01
1.929689832115351888e-01;-4.855727371005895687e-01;-3.868862852681428932e-01
1.936329502794556789e-01;-4.851880556501961261e-01;-3.879607857109033664e-01
1.943111571754156663e-01;-4.848164701594237513e-01;-3.890246441391145282e-01
1.950040545386417801e-01;-4.844588370556595081e-01;-3.900780445330936930e-01
1.957119049980950432e-01;-4.841133730524317946e-01;-3.911207159770548891e-01
1.964329887705108524e-01;-4.837806340247353676e-01;-3.921529872877155820e-01
1.971682038950938187e-01;-4.834605177283253785e-01;-3.931748359492058809e-01
1.979178037801387069e-01;-4.831523155423306237e-01;-3.941862671115610728e-01
1.986805326611034705e-01;-4.828548621424970100e-01;-3.951871448546194765e-01
1.994571306540951772e-01;-4.825695719656567517e-01;-3.961778134447504485e-01
2.002474500992252326e-01;-4.822947047790999142e-01;-3.971580337210535161e-01
2.010511319132236574e-01;-4.820307495620526628e-01;-3.981281070091517993e-01
2.018684051216312059e-01;-4.817763977706582823e-01;-3.990877345471354198e-01
2.026992522814365372e-01;-4.815328657133622348e-01;-4.000372717177217430e-01
2.035435452117018151e-01;-4.812989700434242568e-01;-4.009766944782556797e-01
2.044012138543644386e-01;-4.810741094542005936e-01;-4.019058514903660617e-01
2.052726604057070192e-01;-4.808588177812775366e-01;-4.028250140222267017e-01
2.061563213589259480e-01;-4.806519599371484874e-01;-4.037340770538204171e-01
2.070531791989310699e-01;-4.804534409952331275e-01;-4.046330983610246790e-01
2.079636110059889242e-01;-4.802631581580667497e-01;-4.055221369531815112e-01
2.088873181165191162e-01;-4.800813383191434580e-01;-4.064013678859995093e-01
2.098225467817655399e-01;-4.799060824163496330e-01;-4.072705456339077434e-01
2.107725719877108772e-01;-4.797383815551465314e-01;-4.081299165018860142e-01
2.117343433211126558e-01;-4.795777776154707128e-01;-4.089795493615600019e-01
2.127090444200098740e-01;-4.794237493604968092e-01;-4.098193886385131934e-01
2.136955956938032253e-01;-4.792757169682514418e-01;-4.106495556106359857e-01
2.146961646342387398e-01;-4.791337653382968798e-01;-4.114699764197400911e-01
2.157091955991826682e-01;-4.789976841889480585e-01;-4.122808255516210441e-01
2.167346043951702828e-01;-4.788666692966334626e-01;-4.130820544725575805e-01
2.177722872241282248e-01;-4.787411095650359605e-01;-4.138738145697969384e-01
2.188221836562222467e-01;-4.786208525527895219e-01;-4.146562896219087024e-01
2.198846829029229566e-01;-4.785042445583464477e-01;-4.154290930899743328e-01
2.209589988676615435e-01;-4.783916093826061644e-01;-4.161925552434493913e-01
2.220480225896401538e-01;-4.782836777246655680e-01;-4.169467786651641084e-01
2.231463982089436360e-01;-4.781785885827245508e-01;-4.176916546774308014e-01
2.242588695239082219e-01;-4.780769663873061792e-01;-4.184272931213307567e-01
2.253827570942506520e-01;-4.779783893766580416e-01;-4.191537661812643756e-01
2.265190708284695043e-01;-4.778827547824002764e-01;-4.198713101022992222e-01
2.276667978830833050e-01;-4.777894237506857822e-01;-4.205797058779353059e-01
2.288268134669201315e-01;-4.776983101826906553e-01;-4.212791658476778833e-01
2.299986043266341040e-01;-4.776085707268975522e-01;-4.219696187402104948e-01
2.311828286286670697e-01;-4.775208655326241280e-01;-4.226512510269475609e-01
2.323792790749853454e-01;-4.774345269091118671e-01;-4.233241336196723603e-01
2.335863127501382197e-01;-4.773490207579025313e-01;-4.239882263376320570e-01
2.348045018346700263e-01;-4.772640330104671591e-01;-4.246437339573689296e-01
2.360370295825039155e-01;-4.771795626522452594e-01;-4.252903809968658355e-01
2.372794802421007709e-01;-4.770948146079461716e-01;-4.259285481330714052e-01
2.385006601532487780e-01;-4.767705159160036676e-01;-4.265422330327552913e-01
2.397659259866162518e-01;-4.766823840813264046e-01;-4.271637789311863442e-01
2.410428965830690717e-01;-4.765943989502814948e-01;-4.277771475553033276e-01
2.423315302831609008e-01;-4.765048953127336562e-01;-4.283820996504413281e-01
2.436312761708893104e-01;-4.764138936951007319e-01;-4.289787860277026188e-01
2.449409344076746986e-01;-4.763211488980634289e-01;-4.295673420571131107e-01
2.462621751194335740e-01;-4.762272080760323600e-01;-4.301478872772523943e-01
2.475955783278402378e-01;-4.761306263896564750e-01;-4.307203661530815131e-01
2.489390588394915227e-01;-4.760317551191057817e-01;-4.312849036675356906e-01
2.502933472822276295e-01;-4.759298259025390720e-01;-4.318415393813472836e-01
2.516578947235830754e-01;-4.758251533758312557e-01;-4.323904098671071949e-01
2.530350477043002422e-01;-4.757174924492796886e-01;-4.329315166653228131e-01
2.544208917638231537e-01;-4.756059321223266023e-01;-4.334650632436291562e-01
2.557375053352539673e-01;-4.751871150038653457e-01;-4.339676640126086671e-01
2.571442800282451313e-01;-4.750632035711195300e-01;-4.344861429187157897e-01
2.585612971793238568e-01;-4.749343998057327099e-01;-4.349970748406877252e-01
2.600987422918659697e-01;-4.753466700582860138e-01;-4.355503272876951049e-01
2.615378275596407232e-01;-4.752159344013072162e-01;-4.360465839708598801e-01
2.629857761971530206e-01;-4.750793666231165058e-01;-4.365354735406530851e-01
2.644442879142551162e-01;-4.749377638404737589e-01;-4.370173104194475799e-01
2.659125546332082313e-01;-4.747903461790812241e-01;-4.374922127778352876e-01
2.673898730614910901e-01;-4.746368515360844809e-01;-4.379601049790884382e-01
2.688754300286861354e-01;-4.744775000900309792e-01;-4.384213125135189570e-01
2.703733495861208591e-01;-4.743115463376126328e-01;-4.388756565002295273e-01
2.718788274337518573e-01;-4.741386017165207800e-01;-4.393232381238208473e-01
2.733926659083595334e-01;-4.739586218365878789e-01;-4.397642925455523266e-01
2.749167721692313826e-01;-4.737714984915661343e-01;-4.401988267255717568e-01
2.764492090846485395e-01;-4.735768841400894713e-01;-4.406269766131220011e-01
2.779897592758108216e-01;-4.733745316110204437e-01;-4.410487657572462750e-01
2.795383960443088567e-01;-4.731641267468139067e-01;-4.414643634314359133e-01
2.810973200381187698e-01;-4.729460310337619267e-01;-4.418738350926460501e-01
2.823655978035822800e-01;-4.703347284812318119e-01;-4.419714330696902227e-01
2.839355089963826462e-01;-4.700798912347680103e-01;-4.423708158696427750e-01
